(360, 40)
207813,-515818,-939529,-275009,-6925,-393665,53501,-130803,50770,-371249,-501599,-297637,22975,684695,539321,430519,209092,391678,-709777,-1332964,-415571,-12936,-199962,277211,177124,-332997,-166289,-124079,-368695,403526,951637,83466,345526,-154377,-266508,-125095,-46905,40796,46999,-119895,92415,51081,-67072,114098,90399,82427,85299,85846,80474,61896,35699,-2494,-64931,-93567,77199,74413,-80781,25109,34523,-29840,-47399,-97954,62866,87002,-73553,74963,-81010,-12194,99643,91073,-37001,43210,-3392,-133116,104590,-60839,42663,-8887,-31597,-41882,-19276,-78890,-122844,67695,-31636,-63496,105138,22516,-126533,-11575,-35042,46758,58133,38498,-58299,48492,20971,-124120,-119442,-130237,60355,21633,-66943,-43238,76540,95128,5810,132245,-68371,39817,48089,62342,-2255,-17783,-15117,-109762,3969,90271,23868,58024,27802,40017,61537,-46889,-66424,-37089,-53449,91274,24585,117585,120132,-38472,-57973,116764,-59693,-28451,50543,-99823,75454,68933,-27581,-7782,71054,71529,66168,136148,-80552,-10039,71998,-9449,39424,-8418,59934,-18153,79446,82859,8181,-534,-5873,91085,-104047,-92567,116560,84278,-79186,99360,-23333,-117358,73117,-125935,-51729,86842,-73656,-24701,-103,46737,28997,46162,3175,57323,66859,16008,-49305,-4531,31367,-26770,105628,-2670,-11224,103134,24699,42747,74444,-10757,-101190,35581,106097,-83916,2049,71479,-55326,36043,5423,-85458,-62317,56162,-100123,90777,117552,99612,16245,46701,108409,-74855,924,25021,-23993,84962,19178,26960,-109001,98975,-2366,-22004,-16012,18927,-35942,71906,80416,-71087,23834,81624,138952,24769,53509,87739,-79251,-141630,-130793,-43960,104173,-98716,48468,31378,50895,99938,-4180,17889,88624,75727,11197,-80732,-16772,-172,-98368,-87801,40228,19976,-106544,-62043,83799,-39489,-5824,32363,-61974,87394,106497,88513,110277,-109475,31507,92254,-85990,60699,32859,-62103,8781,-73540,-71075,-11561,46401,-38495,110848,29210,85181,-105800,-71020,97318,22451,-10311,-109412,-13635,-116712,-104632,-125077,50701,-73375,-91976,104312,98161,-69897,7197,18722,112572,-107246,-106969,-44626,-144106,-142141,15201,1061,-56148,81949,21227,-23554,21436,-126481,-124904,55940,-102993,75176,-99365,40663,51039,78791,112113,-56856,17293,-11856,48993,25571,44292,-60002,-67416,81319,-12178,118983,64741,115072,99913,-50217,14740,-17214,84152,-32020,-97769,-80349,-21528,48472,-117615,-16911,-14733,13148,-59984,78560,-60746,-11132,-45749,-121654,-58573
-11173,137239,-114214,-570985,-179274,250660,198157,-694813,-775400,-196815,-98107,-989795,-35996,-372876,-634275,61332,227382,559831,-435110,-316421,165514,-183884,97991,16718,190336,734851,-789,-67162,-125980,-83232,129880,121619,259883,275322,591118,67954,-83669,-82656,72762,55641,-121686,-39089,-90943,21988,-46204,-80818,-113627,74387,36454,-66187,75129,124804,-46197,-103679,-27420,-78990,-41922,24356,84586,-73232,94044,100586,104781,-47223,-13343,74221,96951,52053,-103661,-69163,-2990,-60184,-5694,-8730,-108918,121358,110180,82835,9896,-94382,-56009,-1189,3265,-62519,-97314,-140601,-8302,-62479,4262,54554,127624,-7385,9518,-89911,-5743,34081,-84658,4206,73113,-82372,98397,119909,20361,39301,-74389,-48598,-104430,-101816,41461,60298,49081,16818,-33352,-109255,-19573,92312,-117460,131874,-91648,-43882,-14912,22753,123574,106255,58530,-29509,15864,-50526,-97997,-99332,105250,-115665,19988,-52589,114125,-74689,43452,-4518,-111300,117664,47943,32341,-71726,76773,82708,36473,-46101,3378,16988,-29380,123037,-24541,46816,76201,54673,91076,-110758,112020,22596,101011,99064,74858,115370,-85177,80383,13488,100905,-81129,6173,-48252,-106080,66912,42852,-82325,-29390,7001,-33159,55472,-39304,-32078,54138,115952,-113155,77029,68221,113961,-28859,-31041,-44581,-117329,-127758,-62322,90023,24978,-10311,-99017,-111645,11224,-36498,-56417,-110792,-127252,71125,980,70520,-21985,-67565,-97001,-46290,-37047,36970,52819,-127601,77684,9257,-14191,124455,-70376,12010,-100380,-121579,-92487,-81473,24697,-107270,69658,-69507,-91700,31036,107665,-27892,-45417,25985,109530,33948,62463,60440,-50833,-124904,-99361,43225,103185,-20421,-86200,13705,-48481,-27039,61875,27975,-114639,54536,63918,-109155,-121561,-11024,99329,-48896,-937,95590,-45084,-45439,8765,-26043,65799,-85581,-61607,28297,-18155,52246,-127310,95002,110042,111354,72559,40713,-14542,-66208,99572,28440,-28201,-88464,59278,74299,-46305,-13680,-117948,90342,112108,-45022,-39518,-107073,-110657,-95618,-55581,54307,7487,-32299,73259,-81134,-130185,37474,90903,-18032,-98881,-77393,9201,50360,58227,73218,-23219,-112296,57708,41650,105240,90255,117868,34751,68892,22677,42853,-39498,-48395,-30517,-55280,32357,99077,-110873,41799,-41652,-75388,85162,53462,-68691,90454,12090,-48644,-47848,94389,-14611,-57533,-65174,36390,54134,114076,30434,-22956,11544,90891,-106767,83796,-93450,50160,-110594,62827,14166,112881,3727,74683,78489,53831
9002,4741,44371,-148025,91616,-10381,-52592,-81592,89593,26748,-42621,86518,8023,16524,-109414,-92745,-30848,-14117,93999,-71647,29734,16674,14246,99986,145236,134420,8153,64708,147446,-45255,-7625,106992,7532,10265,151573,66055,-70066,50586,-50303,110136,-28577,-86082,-11423,78943,-23183,-65761,-75246,14734,-74927,14619,-62279,85456,-75036,42891,-42626,3335,-3127,25254,-55490,57104,88811,16888,-13613,80693,-65383,120061,144516,142835,18813,-11112,79627,44128,-85947,55203,75095,74755,103577,85980,-63290,-11762,66192,34975,-13184,-83554,138599,120232,61636,-67768,-32598,-46272,54178,-57860,101412,105699,-7219,-81553,31690,58926,10449,-11309,-72052,-89445,-63378,-18994,-65943,47278,86900,74972,-50885,23812,57890,-92607,-74650,89802,30317,-15887,-149102,25396,-65945,-132831,91417,-96127,-22472,21295,79109,75402,-132211,89627,-65974,70152,102463,67369,-89699,49760,-114470,-79748,-127594,90730,-14120,5068,-28359,62788,-103036,-106520,-100995,84035,44852,-4905,64347,-65046,-69919,10012,100844,91356,26187,108438,33838,84846,-90723,44675,-64735,-63990,-104767,-26298,134250,114013,25737,29704,91746,-13373,134539,-85230,129823,99544,60014,103016,-20377,5863,111791,126773,29581,-28538,139400,-74678,67580,-40436,-30937,124970,66980,97152,50099,-99761,25128,-17534,-29918,75420,114275,13043,136559,-56026,76687,121729,-82738,74057,-13429,4757,-49692,26992,98100,126753,-21093,-97307,-89207,24726,11592,-25234,-19322,-18473,-62878,104029,28455,-27968,-72177,95171,123996,36921,-68832,48055,92602,-70608,48038,42783,-47360,29077,-73633,83152,25620,-74842,118693,-34867,129393,97088,-79520,-100748,-22998,41112,-24693,-38760,21302,-53966,28185,135248,-84497,-46963,64449,-92233,-65459,53374,61846,126333,-82545,-49221,129740,-81568,133214,17345,41493,-33627,-7531,113715,82124,-18291,-98510,12837,-29642,-6860,90687,138014,82887,-64165,24469,39745,-37345,-69321,49348,83176,57114,59618,117669,-65335,-102211,-78719,79844,-1849,8389,-31419,69924,-87621,-14104,48153,95006,95730,133816,-63239,32094,-14639,99156,-47288,136465,-63932,12971,16199,77183,-88032,-84938,33408,-16569,-15927,-75413,75899,87325,-34781,-11230,6640,-31260,-73321,16571,80561,-14322,-92481,-90937,26230,49600,35205,-10971,74558,47006,-94511,4531,68702,-90156,-19720,-59485,102320,14185,113828,-42766,126337,48405,118930,-15582,-54012,94243,108868,-61237,-63445,24765,29647,-98242,-28640
454071,-46026,797057,338806,538943,633465,-591735,-411082,527434,140700,237663,299894,-391857,83018,224850,-175552,16176,32588,-575506,803741,513949,936728,334362,783128,448543,440000,386014,310856,-95461,107039,170354,371240,328722,234503,262616,341308,-89711,-52570,70725,-32018,-16390,12914,23875,-122368,55727,2273,15991,63193,-131853,-93208,43892,-2505,-69695,198,12608,49391,-114229,-12787,-38570,-79432,-37993,47157,31973,87156,-96222,35761,-17596,-60116,13516,14032,12636,-45227,-110316,32806,98145,121820,26072,-124837,54852,-100105,-39293,-61674,138367,-31268,7489,26612,38587,76193,-13640,88624,33263,53690,-37175,124,46910,49534,-59512,98144,127681,-17592,119539,-25791,114328,-52330,-37435,-24179,44593,-6159,47331,101396,106338,-80055,36903,-73565,-81833,-66564,-100069,-90075,-5052,78392,-27729,96834,-1788,31702,88064,122186,-13803,-57307,-113557,81249,-40273,-16724,-2991,80707,-81631,-100765,115985,83022,-92301,103580,-14789,-93536,61875,-99726,82482,107038,-33553,-95134,39336,28681,15796,24083,36338,-6034,-681,-68600,37224,31824,-92738,-22069,-104442,9036,-30699,-34450,33773,-12038,83146,14921,-13323,-82055,22061,126076,118833,137525,7665,-98160,140288,-30638,-62692,48263,64325,-54437,31019,69727,-115828,-121698,-55757,-48914,51163,42002,-63851,-93262,5629,9770,-68696,-125649,-68665,9041,-50210,-97314,-104625,-24162,69000,-17254,-72647,-133103,15854,-75507,31737,76945,-12199,-45262,75476,15978,-130531,18200,36387,52660,-24160,-35321,3739,17772,-46159,-65392,50999,-448,65107,-85446,-39215,-105346,-17147,-64125,89010,11263,-55739,-129286,-48972,24354,-50405,-15899,-27841,41228,61689,-51371,79335,8717,-41343,-48912,82328,40814,-78984,93366,-69886,-123743,-90556,-123945,96002,86870,-18654,-4024,2606,40054,64602,103431,-47852,96077,-136823,104321,22177,-96281,78291,70258,-96934,79281,-42313,-10422,-92532,28176,-94206,71656,99178,-70353,-16226,30676,102136,64886,29821,-98408,-129610,-107374,60808,-112417,10371,104103,90129,-142114,-19799,-94780,24479,26182,-66727,-117985,-118513,47691,-508,-87247,-35996,68765,-36880,-25160,-14287,-101161,47140,-84378,89512,-5178,-23107,-108262,-74591,-25359,99175,110481,76657,13094,-79757,89481,73178,-2442,104010,104130,29609,52551,24293,-63656,-45719,28609,-11888,40621,-50990,-113030,39989,-82703,85274,-54832,67839,-30631,82688,79012,-93713,50356,52920,80038,-54149,25280,69016,-121957,50738,37836,5370,-81300
-323015,-75103,153016,73515,-109946,62770,-136874,172697,686615,468241,54830,-322891,753472,366712,234630,59591,452864,288372,357822,135144,-216629,-144406,-263930,-66932,580255,-329501,-95344,-193940,333813,53640,611557,-277447,-757085,-607413,-82233,111080,61643,-40597,18430,-107658,54383,-15842,-36446,60507,-74095,124127,102212,118822,-57635,106080,-61474,-74590,-90587,-45556,-74856,48120,-127406,-72559,53379,39289,-83554,81491,126545,1578,64314,22930,68837,-82801,109524,-28488,52088,-97096,49002,71466,-125102,-64846,60415,21582,107342,-109268,-67226,15982,-116724,-38481,116437,14364,-90168,92778,-104981,-48184,64778,74903,75071,4933,101587,-51138,113127,-24849,-107213,-3869,97590,-40779,18324,-161795,-70017,-87259,79730,21318,79424,-106354,118848,-118000,78920,-71609,-59974,94855,-111585,-11547,39066,-61648,-75429,-30423,-48047,11945,-53886,8986,30529,90689,34670,27086,-64639,29553,-41661,-71217,38203,-94951,-79577,-35877,93791,-84343,-72581,106051,21664,9487,17259,-84245,56090,-147298,67277,88723,-121675,19804,37605,-50437,19264,-130113,30714,-92054,111302,74792,16686,-27462,82266,-18139,-22757,39477,-94581,-88162,-129864,15691,16768,78089,-21981,-79955,-75867,-70846,-17883,-21584,-24409,51326,-70489,-62209,-74876,-22548,-20127,-82337,49745,-78503,-91915,-100074,2519,-49972,-3143,-4370,-95896,-8620,27529,-10833,52001,-91450,60620,57243,-74993,32601,-56073,101670,-39274,-106492,110967,-90336,-76964,74591,-27389,-5899,4284,-55475,56505,84547,-38785,-27932,62934,-26692,61649,107026,-56091,-21702,-90844,45775,-68348,-86697,-64855,86109,3096,82560,106047,-66859,-60924,55495,-82604,100762,-72359,39899,-72398,76453,-18765,-4171,-95736,39847,-66742,-6277,-64835,-38978,101871,122510,-41976,-51350,-12053,11714,-12226,11992,-89174,-35626,129691,-96050,13946,11143,-43791,101545,-104458,-51256,27199,-15577,-20529,-95909,-51536,105377,-100588,120341,85664,77233,-83076,60849,-2254,4243,17382,50285,96161,-60764,28885,-11915,112551,21749,-77070,125980,-71234,80292,18324,71266,-5911,-48824,-39453,-5398,-17652,19720,-34656,17719,-98811,-120306,-113852,60941,100188,-451,53135,-90578,-5728,34827,-65536,-5953,50475,-109949,26283,-98253,48923,116646,18639,-76631,42043,29103,-34116,72021,92173,120724,96041,-45695,-97318,-81273,28925,90776,-7060,-85831,-42590,-96580,109606,108205,124093,-104778,-62431,-112156,85585,18845,38757,32819,108374,47019,-8236,43041,127892,56987,30458,82289
-219111,-201061,-347875,-324922,-299730,-127939,-49970,-267429,-506980,-98537,368875,1006537,-1277700,76725,63867,425120,490051,-343223,511511,77049,95189,-298972,-604019,-838645,-353970,-189939,-306869,-236470,-289781,21809,-443817,-425635,171094,378054,436659,534985,51143,-50383,117657,114601,-33026,52772,-100986,-24361,37039,-3534,-84610,-103578,127723,70797,-81464,120039,-65693,70507,103253,-20262,106173,43121,57604,95637,-35603,-58957,110518,-2324,-85580,119476,-5154,84414,-37663,106770,128784,76402,-82182,-97383,89599,164531,78820,-34283,-137645,56472,-18106,97537,138199,25790,92971,52223,36529,-111671,137881,37040,-136140,106858,-115926,-19756,-80233,-4880,-86329,-41566,-1169,-65418,55149,153739,-12761,125121,83917,22740,-60779,-30010,28771,116516,-99452,129014,-48695,18707,96781,-59699,118157,82427,-35123,67475,-80303,73613,40797,70531,51128,20815,95539,-129204,95157,-8888,33993,44383,-134925,5018,-117555,-95948,83397,-27424,-3346,46076,-66250,-41871,-28471,-111717,46593,96226,151862,56468,124244,-130250,48027,39907,-95118,21894,-122057,96437,97983,73056,-119783,-73679,-90729,17127,-51811,1208,75692,-39437,12368,-132869,-13895,-120154,95107,16142,-80363,-107386,34998,-18148,31208,64508,-11523,48267,87763,-29238,33411,-13,74888,-33338,-78601,-91468,1183,59477,17095,-104099,-103066,64455,-41776,88411,45397,23287,-97131,133997,32345,11829,-62711,13279,63142,-66021,-45789,-36857,-87926,-10867,112956,28475,48420,-6650,62045,56276,-20289,-91763,-76359,-69200,76399,-47721,-26864,35232,65567,60034,-124120,-130048,52779,122385,105039,23815,-2504,-64328,-21230,-10384,59596,-77069,-17139,-14160,-60781,-1444,-120798,108920,12724,72336,50583,-93908,49515,-64218,-69723,-118038,-99208,76907,-54457,33813,-60381,-81075,25600,-25251,62415,118415,76320,-22672,6759,131935,147352,-35591,29430,29325,-36317,-44232,-44260,-66965,-45276,-29048,60876,67132,-78228,108425,32194,-86653,-27314,765,-19332,13178,47565,126808,46200,-41862,-47112,132680,58157,12064,-3713,56708,34975,-24411,97060,118173,-105604,96308,-100052,105717,-59219,86454,-94091,-66653,25274,103025,7507,-49761,-54898,103600,-72246,-78744,-63565,-33126,15508,-115675,41475,-25193,32702,-30490,-24942,-46986,1957,-31660,-86412,-23432,114690,93070,-98862,25919,-94330,69869,132109,97864,19808,120141,-59584,1177,2548,-66255,113595,24284,38650,53866,-31887,-104994,71506,-77513,55735,24520,42308,-96349,127226,-31252,23799,85900
14256,-19731,-117293,-91472,-50748,-39721,31480,-62562,5783,-109996,87969,-20801,-49903,-84272,-129604,-76931,127813,88381,-66357,-140694,56380,-39518,-96325,82853,85034,-14159,128253,86829,-42483,111710,14948,114275,81512,26684,129402,-62212,29820,67244,-23740,5389,136080,-30764,123149,-98105,118324,-34580,109035,115351,84888,64365,136046,-44101,84845,-56739,35831,-3959,73529,-59184,24039,-68256,-46981,20844,143719,-51521,-56888,58860,-34480,-67486,12581,-56437,-32694,-86142,-94823,-52086,110946,-44777,83327,101919,-85097,64030,17022,31210,-91097,135777,-66630,131875,79750,136705,-30352,115743,122385,-92316,-27814,48337,6653,-57247,-69406,99336,75151,125184,-37732,-97751,-30733,-50403,-53116,69265,114502,99763,-90132,5435,58854,36834,76029,-127392,73404,39043,81077,-59497,-102793,2131,-74318,-7851,-139294,-89843,86093,1894,87359,-123834,-105670,-15409,-75882,58465,-133685,94780,-18747,16056,49254,88441,6508,37145,37008,-25125,-21412,46221,-73280,42965,50052,127286,-13735,57096,-94149,-94632,-60424,73717,-81704,54671,116,102341,-88960,106696,-56189,-62505,20164,-75093,104139,114314,27455,3401,-29808,-72227,79281,38804,13070,63848,28441,-23227,-38283,112504,-25056,93358,86153,50896,-90410,-26909,-3620,124477,83686,31748,26565,-34481,26423,47027,-3762,57550,-894,-14702,-56479,-70140,-58992,-78856,20927,-9585,18236,-48677,-48374,-62406,149039,-68777,19493,134996,13854,-59463,141289,-6427,127856,135170,-26982,107845,99780,108101,106710,-20821,49613,-30234,-29961,-36380,38991,89449,-58720,115091,11744,109476,101457,-45597,114533,-105612,-87729,-64834,115517,84108,142254,-92356,-16931,14074,119385,-72593,92586,-75588,-47408,-76718,54522,-13205,23690,110933,31945,77067,123350,-50904,99941,-81854,8237,39452,24159,73655,68733,72724,-240,92624,57274,28548,-95918,110106,62317,143883,-68821,115464,136323,-78598,34103,-63926,142028,64137,-9908,56520,-93315,-89708,49995,-74096,29523,91097,97036,121133,110037,121320,49722,77087,71944,-40008,-101840,-52817,33769,-92782,-33536,-97336,51735,113059,-12531,-45945,-46951,-64446,-49092,102174,25679,72408,-48042,-16240,19125,117066,-9987,98476,-24148,-70072,34483,-34646,14605,76111,-59089,-65208,-34124,-19461,7572,-72636,-29161,56172,-87794,-17272,47551,113784,57095,-72352,89586,34213,-16973,2010,32551,-32896,-91986,-14874,-83733,49976,6633,-29483,34407,85797,146406,143651,-16699,-34057,53859,46844
446274,184105,190258,-67053,281514,72398,151606,-279489,-524700,20978,315453,-117649,101727,848898,522166,736556,740890,287997,-369523,138609,191133,-482926,-656736,-220337,-88417,-100396,-53055,-402154,-534763,47969,-346758,-80751,420688,549600,317088,89868,-12049,-75432,108737,-13853,-55737,118841,-101043,62416,-8932,-21893,31633,-37317,68290,-110483,65212,112664,-40472,-25739,-26182,-21441,-75306,-118907,-51228,7679,-11410,-32631,-92614,-82254,-73742,-103756,-105382,25852,-114325,48842,-94411,-1204,-67202,-48672,130078,-2685,111350,-68298,67581,-13000,67182,-73223,-75824,108270,50711,-88626,75455,25326,32778,-55684,111880,50687,-57173,-86544,33878,-68802,-111189,-29825,-8061,-97783,19704,-7098,-17600,-10838,-91810,59839,-31904,15555,38967,-75686,-46916,-9893,164264,89749,-31470,-85910,57705,-53052,-43470,105793,-79744,-45336,110856,-28766,-66634,-9515,-759,-50709,102397,115514,41403,72168,90484,91594,-53264,-2598,-87569,-25087,31115,34166,-19709,-17866,-61785,-26996,-18133,136497,-14179,53583,-49080,43064,-109485,58776,-42183,19921,-34183,53549,-96022,25715,-10916,-88776,-114281,-60833,-66426,97876,75054,49288,-79557,65544,76301,19040,59382,-86342,-4949,61906,-21011,-74905,-71614,-36411,-129714,-44788,-48238,10931,-60380,-101500,-93798,-20980,-73412,-80325,-78551,1322,81697,67057,17563,-87529,-61322,-61113,79004,-47057,-102607,-15789,-79547,70697,24228,-69967,11472,97075,-14818,28668,44555,123431,-56273,-93879,4604,-38861,15066,-57819,-81417,-70627,-47817,75058,-97631,76158,-94665,96857,-12186,-4620,-90270,-19061,-139364,-20354,-102734,-111818,-84919,-53369,-49517,52490,36421,-110778,-1382,-8704,-86404,75546,54549,48435,-53947,51801,51838,-11588,-16142,-66400,39680,26712,30362,116636,33990,-77449,-30006,2352,37515,97969,-1660,-93543,93847,40822,83019,-71597,39786,72558,111551,27997,38929,39891,-84727,-35682,100042,85483,111352,-79747,36788,-100916,104411,94409,55857,-41855,15105,70743,50204,51293,8571,31353,106996,92168,74097,3397,-84815,-55962,-85877,98546,34187,88254,95003,69371,89987,89743,-74732,-15230,24196,-55349,-39983,10455,-124033,26142,-7356,-23247,-76238,-122418,12266,-84904,-124345,-84202,22048,-31765,54962,-63898,-7829,-82568,-103703,6940,-91824,71889,41384,105848,-59465,58833,90094,113014,70976,-46160,-76408,-85088,31362,69101,-33696,-70659,-69108,105604,-27259,36151,115725,-9916,22875,-52834,76586,-85049,72304,-114388,61293,-114128,39875,121926
219510,-757262,-294152,-641825,-1068341,-403427,513073,341699,480193,262654,-118109,-890667,1005948,-175864,-264060,-93895,301027,754690,175902,32152,157070,290124,1678,1033824,-133250,-351569,-379815,-292440,-293576,-115999,202656,-95935,209316,83837,33177,-126163,57096,-112027,-109780,40742,-44531,-67236,-103318,93888,3965,96305,86038,-22305,-124111,-13615,551,-50039,-2724,-25432,-74558,-51005,-59316,-90514,41074,-117669,-118308,-44565,-86568,-47073,35880,93730,117046,-112244,20050,-95644,9616,-31077,41787,-54991,-6996,138163,38434,161010,106698,-101052,-34105,96830,84347,-21036,69511,68946,47976,48070,40059,80555,121276,43379,-61656,-67985,52431,122978,130368,91045,-70897,-19868,56739,79739,37146,-60307,55933,-95124,9962,-18487,-74738,-28390,18201,10182,87032,-46762,114443,-62838,114040,44994,-67766,-120711,-75685,118906,-73141,-110096,79153,-40536,11959,-104411,-120133,-15261,22983,69517,-72085,-80831,-13504,47962,-92834,84269,21809,68101,-32142,109059,-77646,101973,87254,33130,-31932,112531,-29531,-63736,-34725,-3862,51635,65544,100299,-42810,-69593,54766,52261,-63180,6835,-47616,8637,-25620,-29602,32200,15067,-15213,96599,-62178,146025,123065,99313,4459,38324,14338,-9450,32723,137801,-15720,64313,-40107,-45318,104766,35524,745,-1854,-102467,-81101,-108297,-949,-3867,59628,-54980,-106852,-73870,-96874,65029,-95485,82232,100394,-8698,48696,-50158,-89420,51891,33694,-112046,43637,3012,13026,-55599,-35751,63151,-49989,112506,94263,-68234,47530,93386,-45654,-116556,-82218,-17571,60686,98756,102303,47408,-69160,-119353,-45657,33681,-7833,-6245,2075,-83481,-94492,91216,-95151,80129,-77477,24122,85290,79560,-81338,-65614,-59516,46921,-112690,-8505,-91368,25779,11300,-91527,54410,8678,101731,44106,-80775,-70200,-15796,98367,109298,6442,107173,-66501,70272,31956,24150,-98995,-50056,27356,24382,48346,39557,87449,68542,41582,55437,31845,73928,-34810,89044,-108496,117487,-16446,119336,97606,-126011,-39483,20104,-48790,19785,-129195,-107307,-37096,90389,-113284,-27261,-10061,-85888,-123900,113325,-96496,36427,108036,-4139,102566,75262,113135,-29810,-29950,18665,101586,41204,-28268,-92060,-44648,117456,88754,82402,117996,9708,764,55676,112432,32732,110609,-47879,-101739,-62620,12296,-28888,-46152,27579,90779,-17855,80661,83872,-19880,-105503,133,97642,84460,102577,75542,100207,69001,59048,74962,-60356,-76358,-44114,55370,29019,72535,63492,-29588,102020,-68950
-53250,123538,170760,73313,-28013,41735,196307,-113331,-31858,-28854,-94027,116839,-25324,89002,29561,-110433,164620,-73718,94829,144825,-92339,139969,107845,8635,62230,105073,-44079,-91084,57641,164757,-31928,71356,140388,181054,84849,14614,16715,-60917,-37205,126809,-18410,35040,101117,-47478,38109,55047,-32658,-101594,-52908,-96626,98379,-21130,65163,101523,-66725,38562,58197,66363,137150,65541,-98093,101081,74113,18356,111604,81882,66336,-12157,67121,-44560,105573,-99373,-66259,-27011,116265,182039,107530,-142780,132716,57191,-14390,115882,100007,43829,38461,121418,-98632,-39401,-79424,15474,94008,99812,273,-65492,61778,111439,121486,116716,8189,-44286,149354,36905,169846,25537,116711,28110,111364,-11796,-51252,45057,-78393,-77857,-52037,-36265,66337,54770,112998,20194,46339,-27713,-135087,-48823,73923,11842,-106117,83356,-68467,-29756,64663,-124709,411,-99881,95993,73358,-14811,30347,-131512,-13541,-15974,-89409,88344,-99537,44730,-133956,93440,105006,172911,162055,8727,50332,48593,118636,10218,161594,157985,82666,-4910,16214,108444,83747,-32694,130324,-41876,-44924,-82640,110547,-90124,-22736,48657,105089,114459,7066,80665,-9800,85615,58213,-4999,61628,13031,47828,-14752,10088,-100427,114014,-38540,123884,-81129,84392,-97348,-51811,13520,80821,-35423,-21969,116618,-22564,21635,-100314,-85206,141880,137874,-52635,-51739,-88115,-90470,-100322,-4297,-40374,69964,99733,79329,3433,35341,120974,-31782,136002,-55006,95035,93691,-60619,2917,5215,-6928,137526,-12964,-18266,187,116877,132601,75508,-17685,93387,-80573,110521,-21226,-10421,-22250,80078,41903,105801,26557,7645,-38849,-90379,-65765,140753,-75993,-85542,127433,86514,-44044,-24796,-1002,-57783,127461,122487,-97399,23385,-66844,6858,21213,85295,-85118,-60756,-7610,-84348,-76029,-15866,55304,133724,113566,-54089,111994,-34350,125075,-37799,-50458,101565,-9369,4959,113872,2217,116391,5217,-78099,-98818,29918,-43422,-66140,-91374,-61961,-20550,15754,-71397,-28315,133103,68456,23717,74610,-20614,104730,113759,73632,8212,77133,117845,77122,43148,80795,-93176,35730,8020,83845,22005,67128,-45031,101179,4611,-82674,60634,80372,94224,-24682,110926,89467,94765,77334,-37045,36748,-89935,100612,126214,-59395,140421,-35391,105970,-100596,13047,-34478,6911,-90143,95601,3415,-2653,94848,17759,-12339,141358,51258,-61605,108384,20626,83032,-23283,-8127,114518,-36261,58619,136228,74479
-144425,-107004,-384703,-492666,-498638,-442978,108924,172097,-107402,-59732,125428,-206327,-598122,-421,26288,203588,398705,28890,51779,258605,-132322,-230430,-125585,15203,-144433,-138846,-38321,160051,-10484,-225311,272476,115276,133579,194270,258029,303189,107107,111198,92100,33617,-34669,31029,-109745,-88306,-81268,-29383,-34268,27870,-71100,-113406,42424,16071,74299,-115504,-44979,33262,-50371,-78509,-99026,-78931,-24589,-77811,-7462,-77579,6027,-69688,1308,54024,-55229,24756,120578,-107483,91147,-22796,-62009,-56296,-54835,122304,40247,112093,52800,117955,-10250,50853,23536,-28584,60259,2911,-48795,-16087,17509,108714,-43911,70806,-51734,98454,46962,-35089,-53467,-52823,26895,5908,109482,3652,67665,-56867,114965,125174,77495,-109674,16128,99806,103508,58571,33671,-657,-26696,91129,99310,68135,-53208,-20312,29162,38062,82239,-24886,77226,-12939,104777,35502,83599,-52505,-66880,-119394,-56975,111491,-74325,36158,92224,86440,-65718,99805,111855,118989,-41961,68922,-87805,-99149,15957,120308,-54479,144376,-81725,89433,-59143,-35287,-72330,74176,-16390,-21926,-9302,54628,73433,39468,80942,63268,21265,105582,27911,-80753,126990,73668,55742,-80716,-64623,-50058,-26822,-20795,89447,87137,-43432,-42015,-34464,17135,-59385,119035,-98274,-35622,7942,-43266,27879,84864,-81,100852,200,87442,-88193,118593,-75570,66096,44239,115600,117834,17376,120845,77011,-23283,701,-53042,-85415,-82610,-67831,10930,-68095,32959,-54487,21325,3138,44920,74232,-35188,-90856,59187,-65841,-10183,-32009,-76887,101374,72242,108494,-74017,109263,-9860,41876,116010,-24497,-29622,23069,111638,109193,116111,-5379,-64311,-4787,57703,-90827,40346,-14877,117296,79047,-13825,-10626,49268,-5119,-91164,107507,84169,-1647,84347,98640,-29405,120881,-43677,69027,-32530,19346,94039,52889,81442,-27119,107114,5645,-90429,119040,-113938,-81113,-29461,-87989,88233,-52589,109692,82339,-31602,38301,38534,-8239,-97771,-29945,-41667,65151,-67427,47400,-4486,120907,-13276,-78844,105072,-81955,-89575,-93651,-67765,-98548,-38040,21667,-41970,108673,-54205,108914,37596,-67674,-20397,36056,6999,64432,54104,-81463,18252,21587,46569,81058,-38059,87769,114233,78197,99988,99495,76981,-94426,64679,-64234,96743,-48238,72416,-82026,-115159,-87615,-36766,42735,-100136,126891,-80702,67366,-64957,92957,-35213,121245,9415,43267,111008,-96442,-76764,-91512,87471,15017,-68426,111628,-78729,93663,-36807,27719
