迭代	lr	测试准确率	测试混淆>5	测试混淆>10	应用准确率	应用混淆>5	应用混淆>10
495	0.005	0.999471893882	2	0	0.999576812618	7	3
496	0.05	0.971932713068	25	17	0.981022305673	47	31
497	0.01	0.95770491294	32	24	0.967373485462	55	40
498	0.005	0.999332101086	2	0	0.998578419087	9	5
499	0.05	0.979869837374	14	9	0.986203269636	32	21
500	0.01	0.998213758718	7	3	0.996220073873	18	14
501	0.005	0.999394231217	2	0	0.998664700009	12	7
502	0.05	0.994097637502	8	7	0.992534645899	23	18
503	0.01	0.999673816809	1	0	0.999116647699	8	5
504	0.005	0.994781068949	14	8	0.992263477286	34	21
505	0.05	0.961122070176	51	35	0.969255231295	57	46
506	0.01	0.997002221152	8	4	0.997633437555	21	12
507	0.005	0.999223373355	3	1	0.997670415093	10	7
508	0.05	0.990804740529	11	10	0.994810818806	20	14
509	0.01	0.999844674671	0	0	0.999585029849	4	3
510	0.005	0.999207840823	4	0	0.999506966157	6	6
511	0.05	0.980957114677	25	19	0.981108586595	40	29
512	0.01	0.999658284276	1	0	0.99947820585	8	5
513	0.005	0.999021450428	5	0	0.998775632624	13	6
514	0.05	0.924589552818	65	51	0.930022063264	95	72
515	0.01	0.997825445395	6	4	0.998545550164	14	7
516	0.005	0.998974852829	5	2	0.99873454647	12	8
517	0.05	0.992979295134	20	14	0.992210065286	42	30
518	0.01	0.999207840823	4	2	0.999005715084	10	7
519	0.005	0.999471893882	2	0	0.999235797544	13	6
520	0.05	0.999534024013	2	0	0.999519292003	7	4
521	0.01	0.999114645625	3	1	0.999009823699	12	8
522	0.005	0.998586539507	5	2	0.997300639711	19	15
523	0.05	0.997219676613	8	4	0.996191313565	22	13
524	0.01	0.999269970954	2	1	0.998898891085	9	6
525	0.005	0.99580621612	7	4	0.994625931115	14	10
526	0.05	0.959180503565	47	31	0.966983167003	56	44
527	0.01	0.998353551514	7	1	0.998336010781	9	6
528	0.005	0.999565089079	2	0	0.999700071079	5	3
529	0.05	0.983302527143	26	20	0.970528902055	54	37
530	0.01	0.997763315264	8	3	0.997727935708	13	9
531	0.005	0.99951849148	2	1	0.999371381851	6	5
532	0.05	0.983380189808	29	21	0.982398691817	39	34
533	0.01	0.998477811777	4	3	0.997608785863	9	6
534	0.005	0.999269970954	2	1	0.999387816312	9	3
535	0.05	0.994206365232	15	8	0.989510704997	35	24
536	0.01	0.998928255231	4	2	0.998389422781	13	7
537	0.005	0.998866125099	5	2	0.99821275232	11	9
538	0.05	0.981003712275	30	19	0.987522135165	43	33
539	0.01	0.998182693652	9	5	0.99739924648	13	10
540	0.005	0.999052515494	2	1	0.998336010781	13	8
541	0.05	0.990261101878	25	15	0.992497668361	34	27
542	0.01	0.999549556546	1	1	0.999387816312	5	3
543	0.005	0.999813609605	0	0	0.999486423081	8	4
544	0.05	0.997126481415	7	3	0.998344228012	12	9
545	0.01	0.998539941908	3	2	0.998225078166	14	9
546	0.005	0.999704881875	0	0	0.99970828831	5	2
547	0.05	0.0527174166291	34	34	0.0719952668751	36	35
548	0.01	0.999145710691	4	1	0.998549658779	10	7
549	0.005	0.999471893882	2	0	0.998989280623	10	6
550	0.05	0.99602367158	13	6	0.99647069941	24	17
551	0.01	0.999316568553	2	2	0.999227580313	6	4
552	0.005	0.998244823783	5	3	0.998323684935	19	9
553	0.05	0.993460803653	17	10	0.991930679442	34	24
554	0.01	0.982991876485	11	6	0.990394057299	24	11
555	0.005	0.998384616579	6	4	0.997017145252	10	8
556	0.05	0.995278110001	19	7	0.993606994507	34	18
557	0.01	0.999549556546	1	0	0.999498748927	7	5
558	0.005	0.998306953915	6	2	0.997415680941	14	12
559	0.05	0.98855252326	19	12	0.987715240087	33	20
560	0.01	0.995821748653	14	9	0.99618720495	24	16
561	0.005	0.999316568553	3	0	0.999383707697	6	3
562	0.05	0.992326928752	14	9	0.991125390832	24	16
563	0.01	0.99919230829	3	2	0.998401748627	9	7
564	0.005	0.999440828816	1	1	0.998401748627	11	8
565	0.05	0.990727077865	15	9	0.989087517616	26	14
566	0.01	0.999549556546	1	0	0.998890673854	8	4
567	0.005	0.999642751744	1	0	0.999338512928	7	4
568	0.05	0.95421009304	35	28	0.956399373847	46	39
569	0.01	0.998571006974	4	3	0.99849624678	11	9
570	0.005	0.999052515494	4	1	0.998792067085	13	6
571	0.05	0.998850592566	5	2	0.99826616432	15	9
572	0.01	0.998974852829	3	1	0.9989564117	11	6
573	0.005	0.999145710691	2	1	0.999207037236	8	5
574	0.05	0.958062161197	27	15	0.958046928605	46	30
575	0.01	0.999176775757	4	1	0.999227580313	7	4
576	0.005	0.999130178158	4	1	0.998586636318	15	9
577	0.05	0.993243348193	17	14	0.986716846556	31	24
578	0.01	0.999580621612	1	0	0.999474097234	6	4
579	0.005	0.989608735496	6	2	0.993483736046	13	8
580	0.05	0.998136096053	4	3	0.997559482479	13	8
581	0.01	0.9988195275	6	2	0.998701677548	9	7
582	0.005	0.999114645625	3	1	0.99919471139	10	4
583	0.05	0.993274413259	18	12	0.993791882198	28	18
584	0.01	0.999378698684	3	1	0.998976954776	11	8
585	0.005	0.99940976375	3	0	0.998927651392	12	8
586	0.05	0.997887575527	6	3	0.997999104322	18	13
587	0.01	0.998928255231	2	1	0.999272775082	6	3
588	0.005	0.998617604573	5	2	0.997189707097	21	10
589	0.05	0.990261101878	16	6	0.989186124384	22	18
590	0.01	0.998928255231	5	1	0.998385314165	12	9
591	0.005	0.999425296283	3	0	0.998931760008	8	6
592	0.05	0.986657554247	26	12	0.991819746827	35	27
593	0.01	0.998213758718	3	3	0.997058231405	15	7
594	0.005	0.999145710691	4	0	0.998040190475	14	8
595	0.05	0.992653111943	21	12	0.991667728059	32	21
596	0.01	0.999580621612	1	0	0.999412468004	6	4
597	0.005	0.995014056942	5	2	0.996971950483	10	8
598	0.05	0.992559916746	19	12	0.992234716978	34	26
599	0.01	0.999099113092	2	1	0.998377096935	16	10
600	0.005	0.998835060033	5	2	0.996639152639	19	8
601	0.05	0.995184914804	11	6	0.994794384345	23	12
602	0.01	0.998679734704	5	2	0.99907145293	16	5
603	0.005	0.997872042994	9	3	0.99711575202	16	9
604	0.05	0.994252962831	15	8	0.991207563139	35	24
605	0.01	0.999332101086	2	1	0.998927651392	11	7
606	0.005	0.998726332303	6	2	0.997945692322	16	11
607	0.05	0.965362451655	32	24	0.975627693711	51	34
608	0.01	0.999565089079	1	1	0.999128973545	8	6
609	0.005	0.999673816809	2	0	0.999190602775	9	3
610	0.05	0.991379444246	15	10	0.993401563739	22	17
611	0.01	0.999238905888	4	1	0.999519292003	7	4
612	0.005	0.996349854771	5	3	0.997912823399	12	5
613	0.05	0.997576924869	7	4	0.997280096635	20	14
614	0.01	0.997576924869	8	3	0.998220969551	14	11
615	0.005	0.992202668489	13	10	0.994667017269	25	15
616	0.05	0.953542194126	46	31	0.927174792823	63	48
617	0.01	0.999487426415	1	1	0.999289209543	4	1
618	0.005	0.998462279244	6	2	0.998870130777	10	6
619	0.05	0.992886099936	14	10	0.992505885591	30	20
620	0.01	0.999502958948	2	0	0.999120756314	7	4
621	0.005	0.999596154145	1	0	0.999622007387	7	2
622	0.05	0.989329149904	20	13	0.989387446537	29	18
623	0.01	0.999316568553	2	1	0.99884137047	10	6
624	0.005	0.999269970954	1	1	0.998537332933	11	8
625	0.05	0.872167254314	90	71	0.881507533146	119	90
626	0.01	0.999627219211	1	0	0.999342621543	7	3
627	0.005	0.999223373355	3	2	0.999375490466	6	3
628	0.05	0.976732265731	13	9	0.986429243481	38	24
629	0.01	0.998835060033	4	3	0.999096104622	10	4
630	0.005	0.999829142138	0	0	0.999765808925	3	2
631	0.05	0.984389804445	18	10	0.990607705297	24	16
632	0.01	0.995837281185	11	4	0.994252047118	23	14
633	0.005	0.998058433389	6	1	0.998500355395	16	8
634	0.05	0.992016278094	21	13	0.991314387138	32	21
635	0.01	0.998912722698	5	2	0.998763306778	11	8
636	0.005	0.969245584878	18	12	0.979280252762	37	24
637	0.05	0.976048834283	21	12	0.983277935503	37	26
638	0.01	0.996147931843	12	5	0.995694171107	22	13
639	0.005	0.999332101086	3	0	0.99941657662	8	5
640	0.05	0.89826190957	75	54	0.924204263921	107	78
641	0.01	0.999130178158	4	2	0.998709894778	10	6
642	0.005	0.999502958948	1	0	0.999050909853	10	6
643	0.05	0.990028113885	19	11	0.988491768389	35	20
644	0.01	0.999580621612	1	0	0.998853696316	7	5
645	0.005	0.984793650301	7	3	0.990915851449	19	12
646	0.05	0.994579146021	15	12	0.994576627731	31	20
647	0.01	0.99940976375	1	1	0.998660591394	10	6
648	0.005	0.998788462435	6	1	0.998245621243	14	10
649	0.05	0.998073965922	9	3	0.995796886491	17	10
650	0.01	0.999394231217	1	1	0.99878795847	9	7
651	0.005	0.999207840823	3	0	0.998796175701	13	10
652	0.05	0.991550302108	19	14	0.993381020662	34	23
653	0.01	0.952082136034	31	26	0.964657690712	56	42
654	0.005	0.999549556546	2	1	0.999190602775	7	4
655	0.05	0.983954893524	20	11	0.986297767789	33	28
656	0.01	0.999285503487	2	1	0.998759198163	8	5
657	0.005	0.999502958948	2	1	0.999556269542	7	3
658	0.05	0.994687873752	18	9	0.993643972045	30	24
659	0.01	0.998788462435	3	2	0.99907967016	12	7
660	0.005	0.998571006974	7	4	0.998952303084	11	5
661	0.05	0.997064351284	9	5	0.997444441249	19	11
662	0.01	0.998415681645	5	3	0.995521609262	13	10
663	0.005	0.999114645625	2	2	0.998746872317	8	6
664	0.05	0.997173079014	9	6	0.994498564039	22	12
665	0.01	0.998772929902	6	2	0.998011430168	14	10
666	0.005	0.999285503487	2	0	0.999268666467	10	6
667	0.05	0.98237057517	34	26	0.986848322247	48	38
668	0.01	0.999285503487	2	1	0.999182385544	8	4
669	0.005	0.999394231217	2	0	0.999276883697	8	7
670	0.05	0.995262577469	14	5	0.995349047418	17	11
671	0.01	0.999378698684	3	0	0.998722220624	13	9
672	0.005	0.998431214178	5	4	0.998549658779	15	9
673	0.05	0.997359469409	10	5	0.995016249574	17	9
674	0.01	0.999580621612	0	0	0.999383707697	7	3
675	0.005	0.999068048027	5	2	0.998915325546	9	6
676	0.05	0.996256659573	12	4	0.995250440649	27	18
677	0.01	0.996582842764	7	5	0.994839579113	16	10
678	0.005	0.997639055001	11	2	0.997789564939	17	11
679	0.05	0.994377223094	14	6	0.994753298191	29	20
680	0.01	0.982153119709	9	5	0.988582157927	22	15
681	0.005	0.999440828816	2	0	0.997945692322	7	6
682	0.05	0.996551777698	7	5	0.995813320953	17	13
683	0.01	0.998866125099	4	1	0.998742763701	8	4
684	0.005	0.999549556546	2	0	0.999359056005	5	5
685	0.05	0.916264115189	56	44	0.921311798711	79	65
686	0.01	0.999145710691	3	1	0.999149516621	11	3
687	0.005	0.999269970954	3	1	0.998689351702	10	7
688	0.05	0.993755921778	15	12	0.993972661273	30	17
689	0.01	0.999052515494	4	0	0.998771524009	6	5
690	0.005	0.998990385362	2	1	0.998118254167	16	8
691	0.05	0.940696789425	65	46	0.960384730742	88	68
692	0.01	0.998757397369	5	2	0.998697568932	10	7
693	0.005	0.99940976375	2	1	0.99918649416	8	5
694	0.05	0.974184930337	22	16	0.979958174296	37	25
695	0.01	0.999145710691	4	2	0.999256340621	11	8
696	0.005	0.998881657632	4	2	0.997649872017	8	7
697	0.05	0.980258150697	37	26	0.975023727254	54	42
698	0.01	0.99871079977	5	2	0.998147014475	9	7
699	0.005	0.999456361349	1	0	0.999330295697	8	5
700	0.05	0.996427517435	10	6	0.996441939102	19	12
701	0.01	0.997375001942	7	2	0.995911927721	16	13
702	0.005	0.998617604573	5	2	0.998714003394	14	8
703	0.05	0.996691570494	11	5	0.996322789257	26	16
704	0.01	0.999238905888	2	1	0.998586636318	7	4
705	0.005	0.997017753685	5	2	0.996996602175	14	8
706	0.05	0.995262577469	9	7	0.991195237293	18	15
707	0.01	0.998555474441	2	1	0.99797445263	15	8
708	0.005	0.999627219211	2	0	0.999531617849	4	3
709	0.05	0.924092511766	53	40	0.946818082838	80	63
710	0.01	0.998835060033	3	2	0.998525007087	8	7
711	0.005	0.99940976375	1	1	0.999001606469	5	4
712	0.05	0.99683136329	11	5	0.996503568332	22	17
713	0.01	0.999238905888	4	1	0.99901804093	11	7
714	0.005	0.998695267237	5	1	0.99821275232	12	5
715	0.05	0.949130954785	74	54	0.95943974921	114	82
716	0.01	0.999611686678	2	0	0.999441228312	7	6
717	0.005	0.999332101086	2	1	0.999124864929	8	5
718	0.05	0.992606514344	11	6	0.992440147746	24	17
719	0.01	0.999456361349	1	0	0.998171666167	10	6
720	0.005	0.988971901648	11	5	0.992567514822	19	13
721	0.05	0.941380220873	54	38	0.956974579997	82	65
722	0.01	0.999456361349	2	0	0.999433011081	7	5
723	0.005	0.996008139047	10	7	0.99520524588	22	16
724	0.05	0.998508876843	6	1	0.998607179394	13	8
725	0.01	0.999114645625	4	0	0.998274381551	13	10
726	0.005	0.996598375297	11	7	0.993935683735	18	15
727	0.05	0.979636849381	36	25	0.968634830376	62	44
728	0.01	0.999642751744	0	0	0.999116647699	7	4
729	0.005	0.999347633619	3	0	0.999515183388	7	3
730	0.05	0.993056957798	20	10	0.990546076067	38	22
731	0.01	0.998275888849	6	3	0.997448549864	13	6
732	0.005	0.998384616579	5	2	0.998475703703	16	9
733	0.05	0.956151659651	41	30	0.967574807614	57	41
734	0.01	0.998508876843	5	2	0.99693908156	10	8
735	0.005	0.999642751744	1	0	0.999642550464	5	4
736	0.05	0.976235224678	18	11	0.983668253962	39	25
737	0.01	0.997592457402	5	4	0.995303852649	20	15
738	0.005	0.998866125099	2	1	0.997156838174	14	6
739	0.05	0.998058433389	9	5	0.997148620943	20	12
740	0.01	0.999036982961	4	1	0.997756696016	13	8
741	0.005	0.999223373355	1	1	0.998372988319	9	5
742	0.05	0.994998524409	13	7	0.99404661635	23	18
743	0.01	0.999347633619	3	1	0.999354947389	7	3
744	0.005	0.999673816809	0	0	0.999568595388	7	5
745	0.05	0.997639055001	4	3	0.996105032643	20	11
746	0.01	0.999596154145	1	0	0.999548052311	5	4
747	0.005	0.999238905888	2	1	0.999449445542	6	3
748	0.05	0.995728553455	13	4	0.995599672954	24	18
749	0.01	0.999471893882	2	1	0.999548052311	6	4
750	0.005	0.998974852829	4	2	0.998677025856	13	7
751	0.05	0.992280331154	21	10	0.992900312666	31	22
752	0.01	0.998446746711	4	2	0.999046801238	12	4
753	0.005	0.997934173126	5	2	0.994441043424	17	13
754	0.05	0.997561392336	7	4	0.995829755414	21	11
755	0.01	0.999580621612	1	0	0.999519292003	7	4
756	0.005	0.999549556546	1	0	0.999289209543	10	5
757	0.05	0.968018514779	45	27	0.970200212826	62	43
758	0.01	0.999813609605	0	0	0.999170059698	7	5
759	0.005	0.998462279244	6	1	0.998360662473	20	10
760	0.05	0.998244823783	6	3	0.997312965557	10	7
761	0.01	0.999130178158	2	1	0.998689351702	12	6
762	0.005	0.999114645625	3	1	0.999022149545	15	7
763	0.05	0.985880927603	26	12	0.98243156074	50	32
764	0.01	0.996427517435	10	5	0.993968552658	18	13
765	0.005	0.999471893882	4	0	0.999272775082	7	6
766	0.05	0.967210823069	46	34	0.963342933798	65	48
767	0.01	0.999223373355	2	1	0.998890673854	12	5
768	0.005	0.999456361349	1	1	0.999515183388	5	5
769	0.05	0.991985213029	21	12	0.988167187776	37	29
770	0.01	0.998664202171	3	2	0.998525007087	9	4
771	0.005	0.998151628586	7	2	0.998709894778	13	9
772	0.05	0.99311908793	18	11	0.994210960964	34	21
773	0.01	0.999036982961	3	1	0.99821275232	13	8
774	0.005	0.999689349342	1	0	0.999597355695	5	3
775	0.05	0.997623522468	9	3	0.998253838474	14	9
776	0.01	0.999254438421	4	1	0.999009823699	7	6
777	0.005	0.998757397369	4	1	0.999022149545	11	6
778	0.05	0.981656078657	21	16	0.978039450925	48	28
779	0.01	0.998400149112	7	4	0.9978594114	11	7
780	0.005	0.988630185924	2	2	0.993808316659	10	8
781	0.05	0.998664202171	5	3	0.998171666167	11	8
782	0.01	0.998508876843	5	2	0.9989564117	14	6
783	0.005	0.997918640593	9	4	0.99757591694	21	13
784	0.05	0.9334120315	58	37	0.95481344832	92	66
785	0.01	0.999767012007	0	0	0.999605572926	5	3
786	0.005	0.999207840823	2	1	0.998286707397	15	9
787	0.05	0.991441574378	22	8	0.991125390832	39	27
788	0.01	0.999704881875	0	0	0.999613790157	5	2
789	0.005	0.999642751744	0	0	0.999211145852	9	5
790	0.05	0.975458598034	22	14	0.980253994601	56	39
791	0.01	0.999207840823	3	2	0.99861128801	10	7
792	0.005	0.995821748653	15	9	0.995784560645	26	17
793	0.05	0.993724856712	13	7	0.991359581907	26	15
794	0.01	0.999658284276	1	0	0.998870130777	8	4
795	0.005	0.999704881875	0	0	0.999128973545	6	6
796	0.05	0.998042900856	3	2	0.995620216031	27	12
797	0.01	0.999378698684	2	1	0.999239906159	10	7
798	0.005	0.999565089079	1	0	0.998968737546	9	6
799	0.05	0.991037728522	9	5	0.99041049176	22	16
800	0.01	0.997250741678	7	4	0.997818325246	16	11
801	0.005	0.999534024013	1	0	0.999235797544	10	7
802	0.05	0.981376493065	11	7	0.987600198857	26	17
803	0.01	0.997716717665	11	4	0.996392635718	23	18
804	0.005	0.999487426415	2	0	0.999244014775	8	6
805	0.05	0.952082136034	27	16	0.960955828276	42	34
806	0.01	0.992466721548	21	12	0.992986593588	33	24
807	0.005	0.999223373355	3	1	0.999276883697	9	6
808	0.05	0.997716717665	8	5	0.996914429868	14	9
809	0.01	0.997002221152	8	5	0.997801890785	16	12
810	0.005	0.999005917895	3	1	0.997649872017	11	9
811	0.05	0.991426041845	16	6	0.988705416388	31	20
812	0.01	0.999269970954	4	0	0.999112539083	7	4
813	0.005	0.999145710691	2	1	0.998779741239	13	6
814	0.05	0.99860207204	7	3	0.998533224318	14	9
815	0.01	0.998586539507	5	3	0.998668808625	15	8
816	0.005	0.999052515494	4	1	0.998968737546	15	8
817	0.05	0.926686444759	59	38	0.948621764979	80	61
818	0.01	0.999767012007	0	0	0.999605572926	5	3
819	0.005	0.999611686678	0	0	0.998907108315	9	8
820	0.05	0.995076187074	14	7	0.991199345908	36	22
821	0.01	0.999161243224	3	1	0.998882456623	11	5
822	0.005	0.999332101086	3	1	0.998952303084	8	6
823	0.05	0.990711545332	17	12	0.993327608663	25	19
824	0.01	0.99871079977	4	2	0.997896388938	15	6
825	0.005	0.99930103602	4	0	0.998804392932	12	5
826	0.05	0.995992606514	12	6	0.992033394826	31	23
827	0.01	0.997825445395	8	5	0.998142905859	17	14
828	0.005	0.999394231217	3	0	0.99878795847	12	7
829	0.05	0.956757428434	43	29	0.96556158609	65	50
830	0.01	0.993243348193	20	11	0.989461401613	38	17
831	0.005	0.998462279244	4	1	0.997834759708	17	10
832	0.05	0.98237057517	10	5	0.988310989313	23	14
833	0.01	0.999425296283	1	0	0.999280992313	9	3
834	0.005	0.998974852829	3	3	0.998512681241	12	5
835	0.05	0.998664202171	4	1	0.997637546171	12	9
836	0.01	0.995122784672	6	4	0.994872448036	15	9
837	0.005	0.999596154145	2	0	0.999511074773	6	3
838	0.05	0.993460803653	21	11	0.993705601275	32	22
839	0.01	0.998633137106	5	2	0.9989564117	10	6
840	0.005	0.998555474441	5	2	0.998705786163	14	7
841	0.05	0.938133921499	66	44	0.946978318837	97	65
842	0.01	0.995029589475	14	8	0.994905316959	26	19
843	0.005	0.999502958948	3	0	0.99947820585	9	5
844	0.05	0.989903853621	22	15	0.989494270536	35	26
845	0.01	0.999720414408	1	0	0.999026258161	8	5
846	0.005	0.998322486448	6	2	0.998783849855	11	7
847	0.05	0.995713020922	13	6	0.995825646799	19	13
848	0.01	0.999440828816	1	1	0.999202928621	8	4
849	0.005	0.998990385362	3	3	0.997534830787	12	5
850	0.05	0.992109473292	29	9	0.992871552358	35	27
851	0.01	0.998959320296	3	1	0.998216860936	15	8
852	0.005	0.998788462435	4	2	0.998767415393	13	10
853	0.05	0.995604293192	13	6	0.992394952977	25	15
854	0.01	0.999052515494	3	1	0.998989280623	6	5
855	0.005	0.998586539507	6	2	0.996930864329	17	11
856	0.05	0.995138317205	13	8	0.995575021262	27	20
857	0.01	0.998369084047	5	3	0.997756696016	18	11
858	0.005	0.99951849148	1	0	0.998808501547	13	8
859	0.05	0.992948230068	19	8	0.99387816312	29	20
860	0.01	0.999254438421	4	1	0.999108430468	9	5
861	0.005	0.999534024013	2	0	0.999034475391	9	6
862	0.05	0.991814355167	20	12	0.993598777276	41	27
863	0.01	0.999176775757	2	1	0.998122362783	12	10
864	0.005	0.999844674671	0	0	0.99970828831	4	1
865	0.05	0.989608735496	19	14	0.992210065286	39	27
866	0.01	0.99951849148	1	1	0.999391924927	7	4
867	0.005	0.991767757568	14	8	0.994054833581	19	12
868	0.05	0.977182709184	13	10	0.985882797638	27	20
869	0.01	0.999145710691	2	1	0.999198820006	11	7
870	0.005	0.999316568553	2	1	0.998598962164	10	7
871	0.05	0.983923828459	13	7	0.987575547165	32	24
872	0.01	0.996676037962	10	5	0.995225788957	20	13
873	0.005	0.999720414408	1	0	0.99971650554	5	3
874	0.05	0.977508892375	17	12	0.986125205944	25	16
875	0.01	0.999813609605	0	0	0.999724722771	4	1
876	0.005	0.99940976375	3	0	0.999116647699	10	6
877	0.05	0.966667184418	39	25	0.978244881692	53	39
878	0.01	0.998835060033	4	1	0.998927651392	11	5
879	0.005	0.99940976375	2	0	0.999112539083	7	5
880	0.05	0.987620571287	22	11	0.989264188076	36	24
881	0.01	0.999425296283	2	1	0.998898891085	10	8
882	0.005	0.999471893882	1	1	0.998603070779	9	3
883	0.05	0.995713020922	10	5	0.997296531096	21	13
884	0.01	0.99940976375	2	1	0.99953983508	4	3
885	0.005	0.988055482207	25	17	0.992415496054	47	29
886	0.05	0.997840977928	8	4	0.995546260955	18	15
887	0.01	0.999378698684	2	0	0.998525007087	13	10
888	0.005	0.999425296283	2	1	0.99913308216	6	5
889	0.05	0.995495565462	12	7	0.9946218225	23	16
890	0.01	0.99978254454	0	0	0.999231688929	4	4
891	0.005	0.980646464019	11	9	0.988684873311	18	11
892	0.05	0.977338034513	14	10	0.986059468099	26	19
893	0.01	0.998338018981	4	3	0.998578419087	11	4
894	0.005	0.999332101086	3	0	0.998270272935	10	8
895	0.05	0.972693807179	36	25	0.980130736141	61	47
896	0.01	0.999332101086	2	0	0.998446943396	13	9
897	0.005	0.999440828816	1	1	0.999617898772	5	3
898	0.05	0.99381805191	13	5	0.987476940396	33	19
899	0.01	0.998353551514	6	2	0.995172376957	17	12
900	0.005	0.998679734704	4	1	0.998245621243	13	7
901	0.05	0.963327689846	40	25	0.97874202415	48	40
902	0.01	0.999099113092	5	0	0.999280992313	9	6
903	0.005	0.999394231217	2	0	0.998677025856	9	4
904	0.05	0.999363166152	3	1	0.99884137047	10	3
905	0.01	0.99989127227	0	0	0.999609681541	6	4
906	0.005	0.998384616579	9	3	0.998504464011	15	10
907	0.05	0.997778847797	8	3	0.997370486172	14	8
908	0.01	0.999347633619	2	0	0.998923542777	5	5
909	0.005	0.999378698684	1	0	0.998455160626	9	5
910	0.05	0.976592472935	29	16	0.983992834575	52	36
911	0.01	0.998866125099	3	1	0.998282598781	10	8
912	0.005	0.9988195275	4	2	0.998171666167	14	9
913	0.05	0.997033286218	9	4	0.994498564039	18	8
914	0.01	0.999316568553	2	0	0.998401748627	12	5
915	0.005	0.998881657632	2	2	0.999170059698	10	4
916	0.05	0.915114707755	80	53	0.930239819878	104	82
917	0.01	0.997281806744	3	2	0.998471595088	9	5
918	0.005	0.999611686678	2	0	0.999441228312	8	5
919	0.05	0.0552492194902	32	32	0.0804425800461	32	32
920	0.01	0.998213758718	9	3	0.995517500647	25	14
921	0.005	0.999347633619	4	0	0.99930975262	10	5
922	0.05	0.997747782731	5	3	0.997563591094	16	12
923	0.01	0.999254438421	2	0	0.998750980932	12	5
924	0.005	0.999596154145	2	1	0.999638441849	6	3
925	0.05	0.975365402836	29	19	0.977242379546	59	43
926	0.01	0.997918640593	9	5	0.998348336627	15	11
927	0.005	0.999363166152	1	1	0.999400142158	6	4
928	0.05	0.995045122008	10	5	0.995086096035	18	13
929	0.01	0.998571006974	6	1	0.997962126784	15	8
930	0.005	0.998508876843	8	2	0.998512681241	17	10
931	0.05	0.997716717665	6	4	0.997469092941	15	11
932	0.01	0.999580621612	3	0	0.999428902466	6	4
933	0.005	0.999611686678	2	0	0.999034475391	8	6
934	0.05	0.997576924869	7	4	0.99756769971	20	8
935	0.01	0.999316568553	3	0	0.99907967016	9	7
936	0.005	0.99871079977	5	2	0.998594853548	17	9
937	0.05	0.995355772666	11	5	0.99433832804	21	12
938	0.01	0.999238905888	3	1	0.998508572626	12	6
939	0.005	0.998866125099	3	2	0.997506070479	12	8
940	0.05	0.985414951616	33	22	0.986211486867	49	35
941	0.01	0.99580621612	12	7	0.996400852949	23	16
942	0.005	0.998959320296	3	1	0.999231688929	6	4
943	0.05	0.939516316926	45	29	0.945667670538	62	52
944	0.01	0.999425296283	3	0	0.999326187082	5	5
945	0.005	0.999316568553	2	1	0.997970344014	12	6
946	0.05	0.0559637160032	33	33	0.0794277520533	33	33
947	0.01	0.996986688619	9	7	0.996680238793	18	13
948	0.005	0.998244823783	4	3	0.998241512628	11	6
949	0.05	0.978176791289	18	9	0.979128233994	51	39
950	0.01	0.999363166152	1	1	0.999280992313	7	3
951	0.005	0.999207840823	3	2	0.998693460317	10	5
952	0.05	0.782249421413	79	65	0.850101277369	99	82
953	0.01	0.999456361349	4	0	0.998960520315	6	4
954	0.005	0.998136096053	5	3	0.996129684335	19	11
955	0.05	0.983706372998	31	17	0.983775077961	42	35
956	0.01	0.998555474441	5	2	0.998898891085	10	6
957	0.005	0.999316568553	2	1	0.999223471698	7	4
958	0.05	0.998400149112	6	2	0.997773130477	22	13
959	0.01	0.9988195275	4	2	0.998812610162	9	8
960	0.005	0.999223373355	3	2	0.998985172007	11	7
961	0.05	0.985197496156	16	10	0.988142536084	29	21
962	0.01	0.999471893882	1	0	0.999128973545	11	8
963	0.005	0.999596154145	2	0	0.999211145852	8	4
964	0.05	0.984234479117	31	19	0.986236138559	40	33
965	0.01	0.999689349342	1	0	0.999465880004	7	4
966	0.005	0.999751479474	0	0	0.999543943696	4	2
967	0.05	0.679967692332	102	85	0.741231187677	124	108
968	0.01	0.999036982961	3	2	0.998471595088	10	6
969	0.005	0.999487426415	1	0	0.998796175701	10	8
970	0.05	0.993724856712	14	9	0.991963548365	33	23
971	0.01	0.999471893882	1	0	0.999038584007	11	4
972	0.005	0.999751479474	0	0	0.999391924927	5	4
973	0.05	0.99145710691	19	10	0.987583764396	32	24
974	0.01	0.995511097995	12	5	0.995328504341	32	22
975	0.005	0.999860207204	0	0	0.999285100928	7	6
976	0.05	0.912784827822	85	56	0.913727294764	154	111
977	0.01	0.998757397369	4	2	0.998142905859	12	8
978	0.005	0.999161243224	5	0	0.998997497853	8	3
979	0.05	0.91986766282	77	58	0.937171053983	112	90
980	0.01	0.992590981811	10	6	0.989979087148	29	21
981	0.005	0.998974852829	4	1	0.998935868623	12	7
982	0.05	0.996287724639	10	6	0.994071268042	20	12
983	0.01	0.999036982961	4	1	0.999112539083	11	6
984	0.005	0.999332101086	3	0	0.999305644005	9	5
985	0.05	0.99473447135	14	7	0.995517500647	22	14
986	0.01	0.998136096053	5	3	0.998479812318	10	6
987	0.005	0.999487426415	2	0	0.999449445542	6	5
988	0.05	0.996660505429	11	6	0.995751691722	24	14
989	0.01	0.999332101086	3	0	0.999387816312	9	4
990	0.005	0.999332101086	1	1	0.999490531696	6	3
991	0.05	0.998322486448	6	2	0.998216860936	16	9
