,,,,,,,,,,,,整型,,,,,
迭代,lr,验证准确率,验证混淆>5,验证混淆>10,测试准确率,测试混淆>5,测试混淆>10,应用准确率,应用混淆>5,应用混淆>10,,验证准确率,验证混淆>5,验证混淆>10,测试准确率,测试混淆>5,测试混淆>10
2167,0.05,0.845049636,105,81,0.845808546,103,70,0.851453012,143,110,,,,,,,
,,,,,,,,,,,,,,,,,
2168,0.01,0.975096708,38,25,0.976608006,37,25,0.982772576,54,43,,,,,,,
,,,,,,,,,,,,,,,,,
2169,0.005,0.99293138,20,12,0.992653112,24,14,0.99210735,38,23,,,,,,,
,,,,,,,,,,,,,,,,,
2170,0.05,0.992527459,25,16,0.992218201,24,14,0.991671837,38,29,,,,,,,
,,,,,,,,,,,,,,,,,
2171,0.01,0.977970762,44,28,0.977167177,46,30,0.973988356,67,50,,,,,,,
,,,,,,,,,,,,,,,,,
2172,0.005,0.992620671,26,14,0.992668645,25,11,0.993730253,36,26,,,,,,,
,,,,,,,,,,,,,,,,,
2173,0.05,0.917615622,84,64,0.917568848,80,63,0.933452757,113,91,,,,,,,
,,,,,,,,,,,,,,,,,
2174,0.01,0.986220075,28,18,0.986160513,30,18,0.986663435,44,32,,,,,,,
,,,,,,,,,,,,,,,,,
2175,0.005,0.963538349,46,33,0.962519998,36,33,0.974136266,60,44,,,,,,,
,,,,,,,,,,,,,,,,,
2176,0.05,0.970529292,29,20,0.968857272,28,22,0.979756852,48,32,,,,,,,
,,,,,,,,,,,,,,,,,
2177,0.01,0.998042536,8,3,0.998462279,7,1,0.99851679,18,10,,,,,,,
,,,,,,,,,,,,,,,,,
2178,0.005,0.976665786,36,25,0.976980786,34,24,0.980426556,58,38,,,,,,,
,,,,,,,,,,,,,,,,,
2179,0.05,0.982740139,27,17,0.980351346,24,18,0.978803653,48,32,,,,,,,
,,,,,,,,,,,,,,,,,
2180,0.01,0.952026597,63,39,0.952548112,61,42,0.950708942,108,73,,,,,,,
,,,,,,,,,,,,,,,,,
2181,0.005,0.985583122,22,15,0.985849863,26,15,0.988347967,44,24,,,,,,,
,,,,,,,,,,,,,,,,,
2182,0.05,0.900806289,105,81,0.896475668,100,74,0.91113065,142,112,,,,,,,
,,,,,,,,,,,,,,,,,
2183,0.01,0.996426851,17,7,0.996241127,18,4,0.996088598,31,17,,,,,,,
,,,,,,,,,,,,,,,,,
2184,0.005,0.994919915,16,6,0.994998524,15,10,0.995102531,24,18,,,,,,,
,,,,,,,,,,,,,,,,,
2185,0.05,0.01559757,33,33,0.015610196,33,33,0.008254208,33,33,,,,,,,
,,,,,,,,,,,,,,,,,
2186,0.01,0.990103932,26,16,0.990385362,26,16,0.991663619,45,31,,,,,,,
,,,,,,,,,,,,,,,,,
2187,0.005,0.957572745,55,42,0.958139824,56,43,0.958030494,78,62,,,,,,,
,,,,,,,,,,,,,,,,,
2188,0.05,0.977582377,44,30,0.976934189,46,30,0.978236665,62,47,,,,,,,
,,,,,,,,,,,,,,,,,
2189,0.01,0.994081002,14,8,0.994672341,12,8,0.993533039,27,15,,,,,,,
,,,,,,,,,,,,,,,,,
2190,0.005,0.984961705,23,13,0.98479365,22,17,0.987415311,39,28,,,,,,,
,,,,,,,,,,,,,,,,,
2191,0.05,0.946993118,57,33,0.944346935,60,37,0.937803781,80,61,,,,,,,
,,,,,,,,,,,,,,,,,
2192,0.01,0.963476208,58,40,0.962333608,60,40,0.957862041,80,64,,,,,,,
,,,,,,,,,,,,,,,,,
2193,0.005,0.981419628,29,21,0.979838772,38,23,0.977361529,59,38,,,,,,,
,,,,,,,,,,,,,,,,,
2194,0.05,0.912706427,85,60,0.914602134,82,58,0.936612282,127,90,,,,,,,
,,,,,,,,,,,,,,,,,
2195,0.01,0.989653405,25,13,0.990944533,23,12,0.991597882,37,28,,,,,,,
,,,,,,,,,,,,,,,,,
2196,0.005,0.983066383,29,18,0.983271462,25,20,0.983331348,41,28,,,,,,,
,,,,,,,,,,,,,,,,,
2197,0.05,0.967530954,39,28,0.967801059,40,25,0.972517472,66,47,,,,,,,
,,,,,,,,,,,,,,,,,
2198,0.01,0.989109665,16,11,0.987418648,18,12,0.983212198,33,19,,,,,,,
,,,,,,,,,,,,,,,,,
2199,0.005,0.992465317,14,11,0.993103555,12,7,0.993578234,26,16,,,,,,,
,,,,,,,,,,,,,,,,,
2200,0.05,0.903260887,110,84,0.907270779,109,78,0.889543985,189,141,,,,,,,
,,,,,,,,,,,,,,,,,
2201,0.01,0.98966894,23,15,0.988894239,28,18,0.98839727,38,28,,,,,,,
,,,,,,,,,,,,,,,,,
2202,0.005,0.841554164,137,108,0.839051894,134,104,0.85101339,174,136,,,,,,,
,,,,,,,,,,,,,,,,,
2203,0.05,0.972875142,33,16,0.973548097,31,21,0.978828305,51,36,,,,,,,
,,,,,,,,,,,,,,,,,
2204,0.01,0.97352763,30,19,0.974883894,33,20,0.980241669,46,34,,,,,,,
,,,,,,,,,,,,,,,,,
2205,0.005,0.995619009,12,10,0.995480033,13,9,0.996474808,24,13,,,,,,,
,,,,,,,,,,,,,,,,,
2206,0.05,0.957122217,52,32,0.958450475,57,27,0.958120884,76,55,,,,,,,
,,,,,,,,,,,,,,,,,
2207,0.01,0.991641939,23,12,0.990587285,22,13,0.991363691,32,25,,,,,,,
,,,,,,,,,,,,,,,,,
2208,0.005,0.984992776,27,16,0.985383887,30,19,0.986273116,49,36,,,,,,,
,,,,,,,,,,,,,,,,,
2209,0.05,0.909770231,91,69,0.911371367,94,70,0.917741412,147,108,,,,,,,
,,,,,,,,,,,,,,,,,
2210,0.01,0.99510634,16,8,0.994734471,16,8,0.995455871,28,22,,,,,,,
,,,,,,,,,,,,,,,,,
2211,0.005,0.991921577,19,13,0.991426042,19,11,0.989366904,34,22,,,,,,,
,,,,,,,,,,,,,,,,,
2212,0.05,0.974584039,22,13,0.974930492,22,13,0.982817771,51,35,,,,,,,
,,,,,,,,,,,,,,,,,
2213,0.01,0.987152201,43,25,0.987076933,36,19,0.985266505,57,41,,,,,,,
,,,,,,,,,,,,,,,,,
2214,0.005,0.989280554,24,13,0.990105777,22,11,0.990352971,32,21,,,,,,,
,,,,,,,,,,,,,,,,,
2215,0.05,0.865929252,73,55,0.866963856,75,51,0.868894084,121,98,,,,,,,
,,,,,,,,,,,,,,,,,
2216,0.01,0.986686138,31,19,0.986315839,31,20,0.990455687,54,30,,,,,,,
,,,,,,,,,,,,,,,,,
2217,0.005,0.980844817,22,14,0.979730045,22,19,0.983770969,39,33,,,,,,,
,,,,,,,,,,,,,,,,,
2218,0.05,0.988969846,14,8,0.989701931,11,10,0.985907449,27,20,,,,,,,
,,,,,,,,,,,,,,,,,
2219,0.01,0.992247821,14,8,0.99282397,13,9,0.991084305,33,25,,,,,,,
,,,,,,,,,,,,,,,,,
2220,0.005,0.982413895,33,19,0.981795872,37,22,0.984991228,59,41,,,,,,,
,,,,,,,,,,,,,,,,,
2221,0.05,0.957339713,46,33,0.95652444,45,29,0.970019434,63,47,,,,,,,
,,,,,,,,,,,,,,,,,
2222,0.01,0.968727182,48,34,0.965424582,53,41,0.961494057,75,59,,,,,,,
,,,,,,,,,,,,,,,,,
2223,0.005,0.989063058,22,10,0.988661251,23,10,0.985985513,35,23,,,,,,,
,,,,,,,,,,,,,,,,,
2224,0.05,0.914586214,72,62,0.908855097,78,61,0.913657448,96,76,,,,,,,
,,,,,,,,,,,,,,,,,
2225,0.01,0.970016623,42,26,0.969696028,45,30,0.973782925,71,48,,,,,,,
,,,,,,,,,,,,,,,,,
2226,0.005,0.982041045,46,28,0.981593949,47,29,0.978618766,62,45,,,,,,,
,,,,,,,,,,,,,,,,,
2227,0.05,0.966800789,29,19,0.963607275,32,18,0.975796147,58,32,,,,,,,
,,,,,,,,,,,,,,,,,
2228,0.01,0.966148301,30,23,0.966620587,38,25,0.971819007,61,47,,,,,,,
,,,,,,,,,,,,,,,,,
2229,0.005,0.989560192,19,11,0.990975598,17,9,0.991150043,33,18,,,,,,,
,,,,,,,,,,,,,,,,,
2230,0.05,0.056580031,33,33,0.056569485,33,33,0.038822307,33,33,,,,,,,
,,,,,,,,,,,,,,,,,
2231,0.01,0.994780096,19,12,0.994843199,19,11,0.993081092,40,27,,,,,,,
,,,,,,,,,,,,,,,,,
2232,0.005,0.976355078,28,19,0.977167177,26,18,0.984300981,50,39,,,,,,,
,,,,,,,,,,,,,,,,,
2233,0.05,0.017135578,33,33,0.017132384,33,33,0.009063606,33,33,,,,,,,
,,,,,,,,,,,,,,,,,
2234,0.01,0.988363964,13,8,0.989593203,10,7,0.99157323,23,15,,,,,,,
,,,,,,,,,,,,,,,,,
2235,0.005,0.987509516,23,15,0.987962287,20,14,0.99053375,34,25,,,,,,,
,,,,,,,,,,,,,,,,,
2236,0.05,0.985769548,22,11,0.986579892,24,15,0.989095735,43,26,,,,,,,
,,,,,,,,,,,,,,,,,
2237,0.01,0.934673523,77,52,0.935664249,71,55,0.949784503,103,77,,,,,,,
,,,,,,,,,,,,,,,,,
2238,0.005,0.990958381,19,13,0.991348379,22,13,0.990443361,38,25,,,,,,,
,,,,,,,,,,,,,,,,,
2239,0.05,0.868865448,105,76,0.864991224,105,83,0.879395705,150,116,,,,,,,
,,,,,,,,,,,,,,,,,
2240,0.01,0.992915845,28,15,0.99165903,25,14,0.992583949,44,30,,,,,,,
,,,,,,,,,,,,,,,,,
2241,0.005,0.966474545,45,28,0.965704167,46,28,0.970927438,67,48,,,,,,,
,,,,,,,,,,,,,,,,,
2242,0.05,0.054855598,33,33,0.054845374,34,33,0.067915412,34,33,,,,,,,
,,,,,,,,,,,,,,,,,
2243,0.01,0.99384797,25,13,0.994905329,17,11,0.995870842,38,24,,,,,,,
,,,,,,,,,,,,,,,,,
2244,0.005,0.994251891,11,6,0.993476336,9,5,0.994519107,22,16,,,,,,,
,,,,,,,,,,,,,,,,,
2245,0.05,0.956454194,38,26,0.954784797,45,27,0.952430451,69,50,,,,,,,
,,,,,,,,,,,,,,,,,
2246,0.01,0.994515994,17,9,0.995480033,16,7,0.994938186,27,18,,,,,,,
,,,,,,,,,,,,,,,,,
2247,0.005,0.969441812,47,33,0.970876501,42,31,0.979078931,74,47,,,,,,,
,,,,,,,,,,,,,,,,,
2248,0.05,0.970777859,54,37,0.970068809,51,35,0.96780489,74,59,,,,,,,
,,,,,,,,,,,,,,,,,
2249,0.01,0.997032733,9,3,0.997095416,8,5,0.996725434,17,11,,,,,,,
,,,,,,,,,,,,,,,,,
2250,0.005,0.992511923,18,10,0.992559917,14,9,0.992514103,23,14,,,,,,,
,,,,,,,,,,,,,,,,,
2251,0.05,0.970389473,32,22,0.970814371,29,16,0.976728803,53,32,,,,,,,
,,,,,,,,,,,,,,,,,
2252,0.01,0.997623079,14,4,0.998058433,12,3,0.998097711,25,14,,,,,,,
,,,,,,,,,,,,,,,,,
2253,0.005,0.995168482,16,6,0.995262578,17,7,0.995205246,26,15,,,,,,,
,,,,,,,,,,,,,,,,,
2254,0.05,0.791188305,104,78,0.789813765,117,78,0.718185964,151,120,,,,,,,
,,,,,,,,,,,,,,,,,
2255,0.01,0.990135003,22,12,0.990136842,19,12,0.992974268,35,20,,,,,,,
,,,,,,,,,,,,,,,,,
2256,0.005,0.996597741,11,6,0.99650518,9,6,0.996372093,26,18,,,,,,,
,,,,,,,,,,,,,,,,,
2257,0.05,0.9775047,20,12,0.978425312,24,13,0.977525874,44,29,,,,,,,
,,,,,,,,,,,,,,,,,
2258,0.01,0.926719384,76,56,0.926313664,77,50,0.951464927,116,88,,,,,,,
,,,,,,,,,,,,,,,,,
2259,0.005,0.985924902,26,15,0.98571007,25,18,0.983298479,46,34,,,,,,,
,,,,,,,,,,,,,,,,,
2260,0.05,0.951467321,59,45,0.951724888,61,39,0.951271822,84,65,,,,,,,
,,,,,,,,,,,,,,,,,
2261,0.01,0.998819307,5,2,0.998602072,5,2,0.998672917,15,10,,,,,,,
,,,,,,,,,,,,,,,,,
2262,0.005,0.989031987,34,18,0.988443796,29,19,0.990003739,45,30,,,,,,,
,,,,,,,,,,,,,,,,,
2263,0.05,0.940421632,60,40,0.938755223,61,38,0.951925092,79,60,,,,,,,
,,,,,,,,,,,,,,,,,
2264,0.01,0.990399105,18,12,0.989173825,25,12,0.989773656,32,22,,,,,,,
,,,,,,,,,,,,,,,,,
2265,0.005,0.98803772,33,19,0.988304003,27,18,0.991359582,47,30,,,,,,,
,,,,,,,,,,,,,,,,,
2266,0.05,0.958287374,51,37,0.961137603,48,31,0.965228788,77,61,,,,,,,
,,,,,,,,,,,,,,,,,
2267,0.01,0.988612531,20,12,0.987014803,24,15,0.98810145,39,31,,,,,,,
,,,,,,,,,,,,,,,,,
2268,0.005,0.993506191,19,10,0.994144235,21,9,0.993931575,34,21,,,,,,,
,,,,,,,,,,,,,,,,,
2269,0.05,0.908232224,103,75,0.906509685,111,74,0.922388256,144,113,,,,,,,
,,,,,,,,,,,,,,,,,
2270,0.01,0.990803026,24,13,0.990649415,22,13,0.990615923,47,28,,,,,,,
,,,,,,,,,,,,,,,,,
2271,0.005,0.987789153,28,16,0.988304003,28,16,0.99091996,44,34,,,,,,,
,,,,,,,,,,,,,,,,,
2272,0.05,0.980689462,26,15,0.980724127,25,15,0.97169164,47,31,,,,,,,
,,,,,,,,,,,,,,,,,
2273,0.01,0.995525797,15,8,0.995588761,16,9,0.99682404,36,22,,,,,,,
,,,,,,,,,,,,,,,,,
2274,0.005,0.992263357,19,12,0.991860953,18,12,0.991938897,30,23,,,,,,,
,,,,,,,,,,,,,,,,,
2275,0.05,0.965216176,42,25,0.969447508,38,25,0.975590716,71,47,,,,,,,
,,,,,,,,,,,,,,,,,
2276,0.01,0.871071479,121,87,0.869060748,118,91,0.905859296,165,129,,,,,,,
,,,,,,,,,,,,,,,,,
2277,0.005,0.978328077,41,29,0.97749336,41,29,0.964238612,60,45,,,,,,,
,,,,,,,,,,,,,,,,,
2278,0.05,0.981730336,24,13,0.98105031,24,15,0.980973002,40,30,,,,,,,
,,,,,,,,,,,,,,,,,
2279,0.01,0.976681322,35,23,0.976623538,33,21,0.978359923,57,41,,,,,,,
,,,,,,,,,,,,,,,,,
2280,0.005,0.992729419,19,11,0.992932698,21,12,0.992505886,38,31,,,,,,,
,,,,,,,,,,,,,,,,,
2281,0.05,0.978530038,34,17,0.978036999,36,20,0.977977822,49,36,,,,,,,
,,,,,,,,,,,,,,,,,
2282,0.01,0.993770293,19,10,0.992668645,17,12,0.993229002,29,19,,,,,,,
,,,,,,,,,,,,,,,,,
2283,0.005,0.982724604,35,24,0.983551048,35,22,0.984473543,57,42,,,,,,,
,,,,,,,,,,,,,,,,,
2284,0.05,0.956174556,59,43,0.955406098,63,37,0.968680025,90,66,,,,,,,
,,,,,,,,,,,,,,,,,
2285,0.01,0.995929718,10,7,0.99527811,12,8,0.995295635,30,20,,,,,,,
,,,,,,,,,,,,,,,,,
2286,0.005,0.994531529,15,8,0.994252963,16,8,0.993290631,30,21,,,,,,,
,,,,,,,,,,,,,,,,,
2287,0.05,0.016591838,35,33,0.016588745,35,33,0.008776002,37,34,,,,,,,
,,,,,,,,,,,,,,,,,
2288,0.01,0.989358231,29,13,0.99049409,24,11,0.992127893,43,26,,,,,,,
,,,,,,,,,,,,,,,,,
2289,0.005,0.990678743,24,13,0.99068048,19,11,0.989757222,32,23,,,,,,,
,,,,,,,,,,,,,,,,,
2290,0.05,0.981295344,33,19,0.982650161,31,20,0.984580367,40,29,,,,,,,
,,,,,,,,,,,,,,,,,
2291,0.01,0.988130933,25,17,0.987667169,30,19,0.990940503,44,32,,,,,,,
,,,,,,,,,,,,,,,,,
2292,0.005,0.989016452,19,11,0.989934919,15,10,0.990139323,27,19,,,,,,,
,,,,,,,,,,,,,,,,,
2293,0.05,0.956221162,53,42,0.958900918,63,41,0.955433849,79,63,,,,,,,
,,,,,,,,,,,,,,,,,
2294,0.01,0.938402026,62,49,0.93971824,58,47,0.953704122,99,66,,,,,,,
,,,,,,,,,,,,,,,,,
2295,0.005,0.981155525,25,14,0.983519983,16,10,0.984929599,38,29,,,,,,,
,,,,,,,,,,,,,,,,,
2296,0.05,0.627973093,194,152,0.623631196,203,154,0.653651943,252,207,,,,,,,
,,,,,,,,,,,,,,,,,
2297,0.01,0.955941525,44,25,0.95652444,42,26,0.970405644,61,49,,,,,,,
,,,,,,,,,,,,,,,,,
2298,0.005,0.994919915,21,10,0.994812134,18,9,0.995669519,36,23,,,,,,,
,,,,,,,,,,,,,,,,,
2299,0.05,0.821171682,128,93,0.817368478,124,89,0.821114996,167,130,,,,,,,
,,,,,,,,,,,,,,,,,
2300,0.01,0.97950877,38,20,0.97976111,34,18,0.979054279,62,45,,,,,,,
,,,,,,,,,,,,,,,,,
2301,0.005,0.989156271,28,19,0.988366133,27,18,0.990389949,47,35,,,,,,,
,,,,,,,,,,,,,,,,,
2302,0.05,0.975407417,53,40,0.976017769,55,38,0.976490503,73,61,,,,,,,
,,,,,,,,,,,,,,,,,
2303,0.01,0.973030496,32,18,0.973858747,30,19,0.982505516,47,33,,,,,,,
,,,,,,,,,,,,,,,,,
2304,0.005,0.990725349,20,14,0.989872789,22,15,0.988841001,48,30,,,,,,,
,,,,,,,,,,,,,,,,,
2305,0.05,0.961611956,33,21,0.960454171,35,19,0.971017827,52,38,,,,,,,
,,,,,,,,,,,,,,,,,
2306,0.01,0.971492489,23,14,0.970519253,22,13,0.980069107,45,26,,,,,,,
,,,,,,,,,,,,,,,,,
2307,0.005,0.973776197,25,17,0.974262593,20,18,0.983643602,43,27,,,,,,,
,,,,,,,,,,,,,,,,,
2308,0.05,0.991688546,21,16,0.991550302,22,15,0.991404777,30,22,,,,,,,
,,,,,,,,,,,,,,,,,
2309,0.01,0.987167736,36,23,0.987154595,33,24,0.988849218,54,36,,,,,,,
,,,,,,,,,,,,,,,,,
2310,0.005,0.98222747,34,20,0.982789954,38,25,0.984699516,48,39,,,,,,,
,,,,,,,,,,,,,,,,,
2311,0.05,0.996488993,11,4,0.996163464,12,7,0.99240317,25,15,,,,,,,
,,,,,,,,,,,,,,,,,
2312,0.01,0.989342696,25,18,0.988940837,24,18,0.986523742,38,33,,,,,,,
,,,,,,,,,,,,,,,,,
2313,0.005,0.992977986,20,10,0.993802519,19,13,0.993516605,29,23,,,,,,,
,,,,,,,,,,,,,,,,,
2314,0.05,0.951669282,61,44,0.954163495,63,43,0.949685896,99,78,,,,,,,
,,,,,,,,,,,,,,,,,
2315,0.01,0.957821312,51,36,0.961199733,44,35,0.974399218,77,49,,,,,,,
,,,,,,,,,,,,,,,,,
2316,0.005,0.978001833,37,25,0.978409779,36,28,0.980701834,54,38,,,,,,,
,,,,,,,,,,,,,,,,,
2317,0.05,0.910981994,90,63,0.908668707,86,64,0.922355387,131,99,,,,,,,
,,,,,,,,,,,,,,,,,
2318,0.01,0.994717954,15,7,0.994019975,19,8,0.994202744,35,23,,,,,,,
,,,,,,,,,,,,,,,,,
2319,0.005,0.987571657,30,14,0.986859477,29,16,0.983569647,49,37,,,,,,,
,,,,,,,,,,,,,,,,,
2320,0.05,0.993148876,16,9,0.99301036,17,10,0.990254364,37,24,,,,,,,
,,,,,,,,,,,,,,,,,
2321,0.01,0.982646926,32,20,0.984451935,29,17,0.985673258,56,37,,,,,,,
,,,,,,,,,,,,,,,,,
2322,0.005,0.978297006,26,20,0.980646464,23,15,0.986289551,40,29,,,,,,,
,,,,,,,,,,,,,,,,,
2323,0.05,0.797480154,135,100,0.790652522,133,100,0.787181942,169,141,,,,,,,
,,,,,,,,,,,,,,,,,
2324,0.01,0.994857773,22,12,0.995107252,20,10,0.993257762,43,27,,,,,,,
,,,,,,,,,,,,,,,,,
2325,0.005,0.997467725,7,3,0.997701185,6,4,0.997234902,17,12,,,,,,,
,,,,,,,,,,,,,,,,,
2326,0.05,0.951451786,63,44,0.950715273,59,44,0.963811316,84,61,,,,,,,
,,,,,,,,,,,,,,,,,
2327,0.01,0.989466979,18,11,0.990509622,14,9,0.992703099,34,25,,,,,,,
,,,,,,,,,,,,,,,,,
2328,0.005,0.958955398,45,34,0.954365418,52,31,0.964135897,69,51,,,,,,,
,,,,,,,,,,,,,,,,,
2329,0.05,0.82417002,144,99,0.823597024,138,103,0.879576484,179,134,,,,,,,
,,,,,,,,,,,,,,,,,
2330,0.01,0.986173469,27,18,0.986781815,30,19,0.989958544,44,29,,,,,,,
,,,,,,,,,,,,,,,,,
2331,0.005,0.992869238,17,7,0.993227816,18,9,0.993878163,29,19,,,,,,,
,,,,,,,,,,,,,,,,,
2332,0.05,0.671099442,193,148,0.659946257,200,160,0.637735167,229,203,,,,,,,
,,,,,,,,,,,,,,,,,
2333,0.01,0.990352499,19,12,0.989655333,20,13,0.990747398,34,22,,,,,,,
,,,,,,,,,,,,,,,,,
2334,0.005,0.99493545,11,6,0.994330626,14,8,0.995024467,31,21,,,,,,,
,,,,,,,,,,,,,,,,,
2335,0.05,0.996380245,15,6,0.99631879,13,4,0.995320287,32,21,,,,,,,
,,,,,,,,,,,,,,,,,
2336,0.01,0.970793394,33,14,0.971808453,29,17,0.967048905,49,31,,,,,,,
,,,,,,,,,,,,,,,,,
2337,0.005,0.995230623,15,8,0.994889797,16,10,0.995344939,30,19,,,,,,,
,,,,,,,,,,,,,,,,,
2338,0.05,0.874458202,110,71,0.876050388,105,77,0.908008102,143,107,,,,,,,
,,,,,,,,,,,,,,,,,
2339,0.01,0.993941183,18,11,0.99429956,19,13,0.994404066,38,24,,,,,,,
,,,,,,,,,,,,,,,,,
2340,0.005,0.954434588,49,35,0.956990416,46,35,0.965035683,70,53,,,,,,,
,,,,,,,,,,,,,,,,,
2341,0.05,0.963414066,39,22,0.966434196,31,22,0.958954933,47,33,,,,,,,
,,,,,,,,,,,,,,,,,
2342,0.01,0.930525564,60,43,0.931703453,53,44,0.930280906,79,60,,,,,,,
,,,,,,,,,,,,,,,,,
2343,0.005,0.990694278,21,14,0.992047343,21,13,0.994847796,34,22,,,,,,,
,,,,,,,,,,,,,,,,,
2344,0.05,0.017803601,33,33,0.017800283,33,33,0.009416946,33,33,,,,,,,
,,,,,,,,,,,,,,,,,
2345,0.01,0.994966521,13,6,0.995231512,14,6,0.995969448,23,16,,,,,,,
,,,,,,,,,,,,,,,,,
2346,0.005,0.982025509,28,20,0.983473385,28,17,0.990122889,41,24,,,,,,,
,,,,,,,,,,,,,,,,,
2347,0.05,0.901909304,85,64,0.901244156,86,65,0.920687289,111,88,,,,,,,
,,,,,,,,,,,,,,,,,
2348,0.01,0.940965372,79,57,0.942420901,76,56,0.943683209,98,75,,,,,,,
,,,,,,,,,,,,,,,,,
2349,0.005,0.988488247,22,11,0.988335068,22,13,0.987587873,41,24,,,,,,,
,,,,,,,,,,,,,,,,,
2350,0.05,0.861827899,97,79,0.859849956,106,79,0.885764059,135,107,,,,,,,
,,,,,,,,,,,,,,,,,
2351,0.01,0.994422781,18,8,0.994439353,19,9,0.994231504,33,19,,,,,,,
,,,,,,,,,,,,,,,,,
2352,0.005,0.986002579,41,26,0.986300306,33,23,0.988438356,50,34,,,,,,,
,,,,,,,,,,,,,,,,,
2353,0.05,0.85699638,100,76,0.852673926,106,81,0.847266333,134,106,,,,,,,
,,,,,,,,,,,,,,,,,
2354,0.01,0.995852041,13,6,0.995713021,11,7,0.994999815,24,15,,,,,,,
,,,,,,,,,,,,,,,,,
2355,0.005,0.937998105,77,53,0.93376928,79,55,0.94095098,97,77,,,,,,,
,,,,,,,,,,,,,,,,,
2356,0.05,0.915052277,94,63,0.912598437,92,65,0.917761955,142,94,,,,,,,
,,,,,,,,,,,,,,,,,
2357,0.01,0.978700928,29,16,0.978207856,26,15,0.987620742,51,25,,,,,,,
,,,,,,,,,,,,,,,,,
2358,0.005,0.954729761,52,34,0.955157578,48,37,0.967591242,76,58,,,,,,,
,,,,,,,,,,,,,,,,,
2359,0.05,0.732744023,116,94,0.72956307,116,94,0.771626724,143,118,,,,,,,
,,,,,,,,,,,,,,,,,
2360,0.01,0.997141481,9,3,0.997840978,6,1,0.997275988,23,13,,,,,,,
,,,,,,,,,,,,,,,,,
2361,0.005,0.986670602,27,13,0.98583433,26,11,0.987579656,42,33,,,,,,,
,,,,,,,,,,,,,,,,,
2362,0.05,0.850906492,117,91,0.84767245,123,94,0.840959608,168,143,,,,,,,
,,,,,,,,,,,,,,,,,
2363,0.01,0.962217838,39,27,0.965455647,38,28,0.976457634,56,38,,,,,,,
,,,,,,,,,,,,,,,,,
2364,0.005,0.995121875,11,5,0.995713021,15,6,0.995496958,23,14,,,,,,,
,,,,,,,,,,,,,,,,,
2365,0.05,0.955522068,27,17,0.96001926,29,16,0.961962439,47,31,,,,,,,
,,,,,,,,,,,,,,,,,
2366,0.01,0.984324753,31,19,0.984778118,29,17,0.986248464,42,32,,,,,,,
,,,,,,,,,,,,,,,,,
2367,0.005,0.990305893,25,13,0.990820273,22,13,0.990159866,41,23,,,,,,,
,,,,,,,,,,,,,,,,,
2368,0.05,0.97315478,39,23,0.971109489,41,24,0.974526585,72,48,,,,,,,
,,,,,,,,,,,,,,,,,
2369,0.01,0.99690845,12,5,0.997281807,7,5,0.997551265,25,12,,,,,,,
,,,,,,,,,,,,,,,,,
2370,0.005,0.968525222,38,23,0.968577686,35,25,0.976022121,57,38,,,,,,,
,,,,,,,,,,,,,,,,,
2371,0.05,0.980301077,40,21,0.980444541,35,21,0.97836814,66,45,,,,,,,
,,,,,,,,,,,,,,,,,
2372,0.01,0.992915845,25,16,0.992544384,20,15,0.993545365,40,26,,,,,,,
,,,,,,,,,,,,,,,,,
2373,0.005,0.993009057,14,8,0.993522934,15,9,0.991922462,29,19,,,,,,,
,,,,,,,,,,,,,,,,,
2374,0.05,0.922089826,75,52,0.923735264,73,55,0.926151748,101,78,,,,,,,
,,,,,,,,,,,,,,,,,
2375,0.01,0.976184188,33,20,0.976468213,33,24,0.984950142,53,38,,,,,,,
,,,,,,,,,,,,,,,,,
2376,0.005,0.992822632,11,8,0.993818052,13,7,0.991992309,26,18,,,,,,,
,,,,,,,,,,,,,,,,,
2377,0.05,0.884338735,98,71,0.88783958,96,69,0.901689052,129,103,,,,,,,
,,,,,,,,,,,,,,,,,
2378,0.01,0.984216005,24,13,0.9857722,19,15,0.989305274,34,25,,,,,,,
,,,,,,,,,,,,,,,,,
2379,0.005,0.991533191,21,9,0.992513319,16,11,0.992805815,32,27,,,,,,,
,,,,,,,,,,,,,,,,,
2380,0.05,0.053317591,42,40,0.053369783,45,41,0.101922421,47,43,,,,,,,
,,,,,,,,,,,,,,,,,
2381,0.01,0.988224145,20,10,0.987527376,19,12,0.991006241,31,20,,,,,,,
,,,,,,,,,,,,,,,,,
2382,0.005,0.978359148,29,15,0.977306969,28,17,0.986597697,35,28,,,,,,,
,,,,,,,,,,,,,,,,,
2383,0.05,0.450884743,279,232,0.453083984,289,228,0.45378424,342,289,,,,,,,
,,,,,,,,,,,,,,,,,
2384,0.01,0.991160341,21,10,0.990261102,24,11,0.987912454,37,24,,,,,,,
,,,,,,,,,,,,,,,,,
2385,0.005,0.978700928,30,19,0.980630932,31,19,0.986047142,43,29,,,,,,,
,,,,,,,,,,,,,,,,,
2386,0.05,0.812829157,121,96,0.808996443,119,90,0.825597495,144,118,,,,,,,
,,,,,,,,,,,,,,,,,
2387,0.01,0.954356911,66,48,0.951041456,70,47,0.952923485,88,74,,,,,,,
,,,,,,,,,,,,,,,,,
2388,0.005,0.94399478,54,37,0.94462652,57,40,0.960277907,93,63,,,,,,,
,,,,,,,,,,,,,,,,,
2389,0.05,0.901334493,91,61,0.897640608,91,53,0.891154562,123,96,,,,,,,
,,,,,,,,,,,,,,,,,
